BioSample_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	collection_date_s	env_biome_s	env_feature_s	env_material_s	isolate_s	lat_lon_s	Assay_Type_s	AssemblyName_s	BioProject_s	BioSampleModel_s	Center_Name_s	Consent_s	InsertSize_l	Platform_s	ReleaseDate_s	SRA_Study_s	g1k_analysis_group_s	g1k_pop_code_s	geo_loc_name_s	host_s	source_s
SAMN03271348	P01453	Jan 09, 2015	2101	1250	SRR1749971	SRS803043	P01453	09-Aug-2013	city	subway	metal/plastic	P01453	40.66 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271349	P01454	Jan 09, 2015	3185	1866	SRR1749972	SRS803044	P01454	09-Aug-2013	city	subway	metal	P01454	40.66 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271350	P01459	Jan 09, 2015	1188	793	SRR1749973	SRS803045	P01459	09-Aug-2013	city	subway	metal	P01459	40.65 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271351	P01461	Jan 09, 2015	1105	746	SRR1749974	SRS803046	P01461	09-Aug-2013	city	subway	metal/plastic	P01461	40.64 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271352	P01465	Jan 09, 2015	972	651	SRR1749975	SRS803049	P01465	09-Aug-2013	city	subway	metal	P01465	40.62 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271353	P01467	Jan 09, 2015	767	517	SRR1749976	SRS803047	P01467	09-Aug-2013	city	subway	metal	P01467	40.61 N 73.95 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271354	P01469	Jan 09, 2015	1112	655	SRR1749977	SRS803048	P01469	09-Aug-2013	city	subway	wood	P01469	40.59 N 73.95 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271355	P01470	Jan 09, 2015	1879	1116	SRR1749978	SRS803050	P01470	09-Aug-2013	city	subway	metal	P01470	40.59 N 73.95 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271356	P01472	Jan 09, 2015	928	620	SRR1749979	SRS803051	P01472	09-Aug-2013	city	subway	metal/plastic	P01472	40.58 N 73.95 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271357	P01473	Jan 09, 2015	1214	813	SRR1749980	SRS803053	P01473	09-Aug-2013	city	subway	wood	P01473	40.57 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271358	P01474	Jan 09, 2015	3058	2017	SRR1749981	SRS803052	P01474	09-Aug-2013	city	subway	metal	P01474	40.57 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271359	P01480	Jan 09, 2015	1519	1017	SRR1749982	SRS803054	P01480	09-Aug-2013	city	subway	metal/plastic	P01480	40.58 N 73.98 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271360	P01482	Jan 09, 2015	2644	1748	SRR1749983	SRS803055	P01482	09-Aug-2013	city	subway	metal/plastic	P01482	40.60 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271361	P01485	Jan 09, 2015	1675	1122	SRR1749984	SRS803057	P01485	09-Aug-2013	city	subway	metal	P01485	40.60 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271362	P01488	Jan 09, 2015	1163	767	SRR1749985	SRS803056	P01488	09-Aug-2013	city	subway	metal	P01488	40.61 N 74.00 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271363	P01489	Jan 09, 2015	1614	953	SRR1749986	SRS803061	P01489	09-Aug-2013	city	subway	metal/plastic	P01489	40.63 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271364	P01490	Jan 09, 2015	1601	944	SRR1749987	SRS803060	P01490	09-Aug-2013	city	subway	metal	P01490	40.63 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271365	P01492	Jan 09, 2015	1376	906	SRR1749988	SRS803059	P01492	09-Aug-2013	city	subway	wood	P01492	40.63 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271366	P01495	Jan 09, 2015	2170	1284	SRR1749989	SRS803058	P01495	09-Aug-2013	city	subway	wood	P01495	40.64 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271367	P01497	Jan 27, 2015	185	113	SRR1749990	SRS803062	P01497	14-Aug-2013	city	subway	metal/plastic	P01497	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271368	P01498	Jan 27, 2015	240	157	SRR1749991	SRS803068	P01498	14-Aug-2013	city	subway	metal/plastic	P01498	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271369	P01499	Jan 27, 2015	233	138	SRR1749992	SRS803063	P01499	14-Aug-2013	city	subway	metal/plastic	P01499	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271370	P01500	Jan 27, 2015	239	144	SRR1749993	SRS803066	P01500	14-Aug-2013	city	subway	metal/plastic	P01500	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271371	P01501	Jan 27, 2015	240	144	SRR1749994	SRS803064	P01501	14-Aug-2013	city	subway	metal/plastic	P01501	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271372	P01502	Jan 27, 2015	179	109	SRR1749995	SRS803067	P01502	14-Aug-2013	city	subway	metal/plastic	P01502	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271373	P01503	Jan 27, 2015	221	128	SRR1749996	SRS803065	P01503	14-Aug-2013	city	subway	metal/plastic	P01503	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271374	P01504	Jan 27, 2015	223	140	SRR1749997	SRS803069	P01504	14-Aug-2013	city	subway	metal/plastic	P01504	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271375	P01505	Jan 27, 2015	196	121	SRR1749998	SRS803071	P01505	14-Aug-2013	city	subway	metal/plastic	P01505	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271376	P01506	Jan 27, 2015	598	379	SRR1749999	SRS803070	P01506	14-Aug-2013	city	subway	metal/plastic	P01506	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271377	P01507	Jan 27, 2015	249	156	SRR1750000	SRS803072	P01507	14-Aug-2013	city	subway	metal/plastic	P01507	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271378	P01508	Jan 27, 2015	210	129	SRR1750001	SRS803073	P01508	14-Aug-2013	city	subway	metal/plastic	P01508	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271379	P01509	Jan 27, 2015	184	116	SRR1750002	SRS803074	P01509	14-Aug-2013	city	subway	metal/plastic	P01509	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271380	P01510	Jan 27, 2015	194	121	SRR1750003	SRS803075	P01510	14-Aug-2013	city	subway	metal/plastic	P01510	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271381	P01511	Jan 27, 2015	197	123	SRR1750004	SRS803076	P01511	14-Aug-2013	city	subway	metal/plastic	P01511	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271382	P01512	Jan 27, 2015	246	154	SRR1750005	SRS803077	P01512	14-Aug-2013	city	subway	metal/plastic	P01512	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271383	P01513	Jan 27, 2015	182	112	SRR1750006	SRS803078	P01513	14-Aug-2013	city	subway	metal/plastic	P01513	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271384	P01514	Jan 27, 2015	180	114	SRR1750007	SRS803081	P01514	14-Aug-2013	city	subway	metal/plastic	P01514	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271385	P01515	Jan 27, 2015	195	119	SRR1750008	SRS803079	P01515	14-Aug-2013	city	subway	metal/plastic	P01515	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271386	P01516	Jan 27, 2015	183	113	SRR1750009	SRS803080	P01516	14-Aug-2013	city	subway	metal/plastic	P01516	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271387	P01517	Jan 27, 2015	178	114	SRR1750010	SRS803082	P01517	14-Aug-2013	city	subway	metal/plastic	P01517	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271388	P01518	Jan 27, 2015	212	135	SRR1750011	SRS803083	P01518	14-Aug-2013	city	subway	metal/plastic	P01518	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271389	P01519	Jan 27, 2015	83	52	SRR1750012	SRS803084	P01519	14-Aug-2013	city	subway	metal/plastic	P01519	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271390	P01520	Jan 27, 2015	250	164	SRR1750013	SRS803085	P01520	14-Aug-2013	city	subway	metal/plastic	P01520	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271391	P01521	Jan 27, 2015	171	105	SRR1750014	SRS803087	P01521	14-Aug-2013	city	subway	metal/plastic	P01521	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271392	P01522	Jan 27, 2015	221	139	SRR1750015	SRS803086	P01522	14-Aug-2013	city	subway	metal/plastic	P01522	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271393	P01523	Jan 27, 2015	244	151	SRR1750016	SRS803096	P01523	14-Aug-2013	city	subway	metal/plastic	P01523	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271394	P01524	Jan 27, 2015	268	164	SRR1750017	SRS803097	P01524	14-Aug-2013	city	subway	metal/plastic	P01524	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271395	P01525	Jan 27, 2015	276	170	SRR1750018	SRS803090	P01525	14-Aug-2013	city	subway	metal/plastic	P01525	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271396	P01526	Jan 27, 2015	205	126	SRR1750019	SRS803088	P01526	14-Aug-2013	city	subway	metal/plastic	P01526	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271397	P01527	Jan 27, 2015	248	154	SRR1750020	SRS803089	P01527	14-Aug-2013	city	subway	metal	P01527	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271398	P01528	Jan 27, 2015	262	169	SRR1750021	SRS803091	P01528	14-Aug-2013	city	subway	metal	P01528	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271399	P01529	Jan 09, 2015	176	107	SRR1750022	SRS803092	P01529	14-Aug-2013	city	subway	metal	P01529	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271400	P01530	Jan 27, 2015	496	166	SRR1750023	SRS803093	P01530	14-Aug-2013	city	subway	metal	P01530	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271401	P01531	Jan 27, 2015	172	106	SRR1750024	SRS803094	P01531	14-Aug-2013	city	subway	metal	P01531	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271402	P01532	Jan 27, 2015	171	107	SRR1750025	SRS803099	P01532	14-Aug-2013	city	subway	metal	P01532	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271403	P01533	Jan 27, 2015	577	196	SRR1750026	SRS803095	P01533	14-Aug-2013	city	subway	metal	P01533	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271404	P01534	Jan 27, 2015	417	139	SRR1750027	SRS803098	P01534	14-Aug-2013	city	subway	metal	P01534	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271405	P01535	Jan 27, 2015	494	164	SRR1750028	SRS803100	P01535	14-Aug-2013	city	subway	metal	P01535	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271406	P01536	Jan 27, 2015	416	141	SRR1750029	SRS803101	P01536	14-Aug-2013	city	subway	metal	P01536	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271407	P01537	Jan 27, 2015	448	154	SRR1750030	SRS803102	P01537	14-Aug-2013	city	subway	metal	P01537	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271408	P01538	Jan 27, 2015	364	122	SRR1750031	SRS803103	P01538	14-Aug-2013	city	subway	metal	P01538	40.75 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271409	P01600	Jan 09, 2015	795	470	SRR1750032	SRS803105	P01600	18-Jul-2014	city	subway	metal	P01600	40.88 N 73.87 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271410	P01601	Jan 09, 2015	1067	642	SRR1750033	SRS803104	P01601	18-Jul-2014	city	subway	wood	P01601	40.88 N 73.88 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271411	P01602	Jan 09, 2015	1628	964	SRR1750034	SRS803106	P01602	18-Jul-2014	city	subway	metal/plastic	P01602	40.87 N 73.88 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271412	P01603	Jan 09, 2015	1076	636	SRR1750035	SRS803107	P01603	18-Jul-2014	city	subway	metal/plastic	P01603	40.86 N 73.89 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271413	P01604	Jan 09, 2015	2444	1467	SRR1750036	SRS803108	P01604	18-Jul-2014	city	subway	metal	P01604	40.86 N 73.90 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271414	P01605	Jan 09, 2015	1740	1032	SRR1750037	SRS803109	P01605	18-Jul-2014	city	subway	wood	P01605	40.85 N 73.90 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271415	P01606	Jan 09, 2015	2177	1295	SRR1750038	SRS803110	P01606	18-Jul-2014	city	subway	wood	P01606	40.85 N 73.90 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271416	P01607	Jan 09, 2015	2073	1239	SRR1750039	SRS803111	P01607	18-Jul-2014	city	subway	wood	P01607	40.84 N 73.91 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271417	P01608	Jan 09, 2015	1759	1056	SRR1750040	SRS803112	P01608	18-Jul-2014	city	subway	wood	P01608	40.84 N 73.91 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271418	P01609	Jan 09, 2015	1321	799	SRR1750041	SRS803113	P01609	18-Jul-2014	city	subway	metal/plastic	P01609	40.83 N 73.91 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271419	P01610	Jan 09, 2015	1986	1191	SRR1750042	SRS803118	P01610	18-Jul-2014	city	subway	wood	P01610	40.83 N 73.92 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271420	P01611	Jan 14, 2015	861	510	SRR1750043	SRS803119	P01611	18-Jul-2014	city	subway	metal/plastic	P01611	40.81 N 73.91 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
